companyLongName,ISIN_BC,LEI,lookupStatus
Ofi Invest Interoblig FCP,FR0007488671_3313,969500VDFCSE4G4LI779,NOT_AUTHORIZED
Ofi Invest Actions France FCP,FR0007485263_3313,969500YRACYNYTB0ME36,NOT_AUTHORIZED
Ofi Invest ISR Actions Europe FCP,FR0007473798_3313,969500T0PCKSGY0IUT98,NOT_AUTHORIZED
Europe Income Family FCP,FR0007485230_3313,969500T1QWWDEJGEMX36,NOT_AUTHORIZED
Ofi Invest ISR Credit Bonds Euro 1-3 FCP,FR0007390075_3313,9695003K9MKDD46UI077,NOT_AUTHORIZED
Ofi Invest France Opportunites FCP,FR0007385000_3230,969500BUXCF6B3LXMC88,NOT_AUTHORIZED
AXA Matignon Actions Monde FCP,FR0007474648_3230,969500Z9I4RGURIUC752,NOT_AUTHORIZED
ODDO BHF China Domestic Leaders FCP,FR0007475843_354,969500YATZ5STI5LYC33,NOT_AUTHORIZED
SG Actions US Techno FCP,FR0000431538_245,969500UNFWH8HVZ60A29,FOUND
Federation Ep FCP,FR0007477047_3230,969500AVVPAK3PPEH558,NOT_AUTHORIZED
Trusteam Obligations Court Terme FCP,FR0007476734_3313,9695002P1OGGJZIBX689,NOT_FOUND
Ofi Invest Japon FCP,FR0007478060_3313,969500YUF5K9ID0IA425,NOT_AUTHORIZED
Vega France Convictions FCP,FR0007479365_3313,969500Q3V7ZKR93USQ66,NOT_AUTHORIZED
Ofi Invest Asie FCP,FR0007478052_3313,969500QA27CDEOBOWO89,NOT_AUTHORIZED
LCL Investissement Dynamique ISR FCP,FR0007481817_3230,9695005W2PGCJTYGQ602,NOT_AUTHORIZED
Agipi Ambition Sicav,FR0000299240_3230,969500FWKRGQYYBRZK42,NOT_AUTHORIZED
LCL Actions Or Monde FCP,FR0007374145_3230,969500P1LSL2K1VUBZ92,NOT_AUTHORIZED
Gutenberg Finance Gutenberg Obligations FCP,FR0007368865_3313,96950032XDW5ORQJE865,NOT_AUTHORIZED
Ecofi Credit Short Duration FCP,FR0007462833_3313,969500CJKKT8BYROQ102,NOT_AUTHORIZED
Ecofi Quant Obligations FCP,FR0007465075_3230,9695002GIXQ1G5AY4171,NOT_AUTHORIZED
Afer-Sfer Sicav,FR0000299364_643,969500G2UDV3F856RJ22,NOT_AUTHORIZED
BNP Paribas Mone Etat Sicav,FR0000299620_3313,969500UEZVKK0HWCCT97,NOT_AUTHORIZED
Vega Obligations Euro ISR FCP,FR0007465083_3230,9695001GMM6TZ54V5565,NOT_AUTHORIZED
Amundi Small Cap Euro SICAV,FR0000288185_3230,969500O38Z8ISD01OG89,NOT_AUTHORIZED
Axa Investment Managers Paris Compt-ConvertiblesFCP,FR0007492665_9760,969500VSKM4FU0KUJK95,FOUND
Axa Gestion FCP Compt-Pacifique FCP,FR0007492681_3230,969500CPA5IV6GRGRT82,NOT_AUTHORIZED
Diversis FCP,FR0007493051_9760,969500KAH929APB4CS13,FOUND
Ostrum SRI Cash Plus SICAV,FR0000293714_3230,969500PKFU9JCKUX4592,NOT_AUTHORIZED
Ecofi Obligations Internationales FCP,FR0007381983_3230,969500OI51489VBGYN73,NOT_AUTHORIZED
Ofi Invest ESG Credit Europe FCP,FR0007030663_643,969500WWXLF3CN0I9C51,NOT_AUTHORIZED
Vega Patrimoine ISR FCP,FR0007371810_3230,969500K49HDVK3FF5G13,NOT_AUTHORIZED
Vega Euro Spread FCP,FR0007371877_3230,969500GKSJ6TXM9R6K41,NOT_AUTHORIZED
Rentabilite Mobiliere FCP,FR0007453477_354,96950062ZYCN400R9X34,NOT_AUTHORIZED
Ameri-Gan Sicav,FR0000099939_3230,969500ZDWFF9CV3J2W42,NOT_AUTHORIZED
Ecofi Tresorerie SICAV,FR0000293698_3230,969500J2GQIHUBSGR209,NOT_AUTHORIZED
Ofi Invest Actions Britannia Sicav,FR0000291528_3313,96950070I5KU5Y5NNG59,NOT_AUTHORIZED
Ofi Invest Actions Immo Euro SICAV,FR0000095465_3313,969500P99AHUZYJCGV35,NOT_AUTHORIZED
Ofi Invest Developpement SICAV,FR0000290926_3313,9695004XWE0B281KQB94,NOT_AUTHORIZED
Lazard Convertible Global Sicav,FR0000098683_245,969500U6SRN5JZ7VZ943,FOUND
France-Gan Sicav,FR0000290124_3313,969500B1IE2344RRED05,NOT_AUTHORIZED
Le Livret Portefeuille Sicav,FR0000096695_3313,969500XWR5HX7PR7CV33,NOT_AUTHORIZED
Epargne Ethique Flexible Sicav,FR0000097560_3313,969500IS461XV7XJRX16,NOT_AUTHORIZED
CPR Stratedis Sicav,FR0000296436_3230,9695001MO3COA5MAWN49,NOT_AUTHORIZED
Gutenberg Actions FCP,FR0007485719_3313,9695001LG2VMPZNEUA73,NOT_AUTHORIZED
G Fund - World Vision R SICAV,FR0000097156_3313,9695005XO2NL98AF2N92,NOT_AUTHORIZED
Barings European Growth Trust,GB0000804335_2605,213800BVV5X98HOKST28,FOUND
Barings Eastern Trust,GB0000799923_2605,213800R41LTXJ2K85J59,FOUND
M&G Equities Investment Fund for Charities (Charifund),GB0005494629_3313,549300W1IR30JZE3IM94,NOT_AUTHORIZED
M&G Global Macro Bond Fund,GB0031616815_2914,549300R8FGIWC884LP39,FOUND
M&G Investment Funds (1) - M&G North American Dividend Fund,GB0030926736_9760,549300ZP41C94GUZ8Z71,FOUND
M&G Investment Funds (1) - M&G European Sustain Paris Aligned Fund,GB0030927700_9760,549300NV1RRMFMIJYU42,FOUND
M&G Investment Funds (1) - M&G Global Themes Fund,GB0030932676_205,549300QGXO8PF8ZA4Y06,FOUND
M & G Investment Funds (2) Ltd - Index Tracker Fund,GB0031110843_3313,5493000Q2P207NIFD717,NOT_AUTHORIZED
M&G Investment Funds (2) - M&G UK Sustain Paris Aligned Fund,GB0031111700_3232,549300TIKNBOG9RV6X32,NOT_AUTHORIZED
M&G Investment Funds (3) - M&G Corporate Bond Fund,GB0031285678_697,549300TF2NQX3VRVQR58,FOUND
M&G Investment Funds (1) - M&G Asian Fund,GB0030939556_3313,5493003FYMR8F64O2S94,NOT_AUTHORIZED
M & G Investment Funds (3) - Dividend Fund,GB0031286080_3313,549300KBTRWWDKVVOJ54,NOT_AUTHORIZED
M & G Investment Funds (2) - Gilt & Fixed Interest Income Fund,GB0031107807_697,549300JXS02SDDJZHX04,FOUND
M & G Investment Funds (3) - Recovery Fund,GB0031289217_9760,549300EKY48W0RZPVL59,FOUND
M & G Investment Funds (3) - Smaller Companies Fund,GB0031289324_3313,549300FZHTWLMXZSKV71,NOT_AUTHORIZED
M & G Investment Funds (3) - M&G Global Government Bond Fund,GB0031288912_9760,549300H8HS6PCJCHKM40,FOUND
M&G Investment Funds (1) - M&G Global Sustain Paris Aligned Fund,GB0030937840_697,5493001KTZOMLRZ8AJ37,FOUND
M&G Investment Funds (2) - M&G UK Income Distribution Fund,GB0031107021_697,5493000LMZ4UIW2DHJ88,FOUND
M&G Investment Funds (1) - M&G Japan Fund,GB0030938368_3232,549300GXXHGR1D04T489,NOT_AUTHORIZED
M&G Investment Funds (2) - M&G Short Dated Corporate Bond Fund,GB0031110397_697,549300GKNZE6NIFPB625,FOUND
M&G Investment Funds (2) - M&G Index-Linked Bond Fund,GB0031111361_697,549300BILS0O30N4SB49,FOUND
M&G Investment Funds (4) - Managed Growth Fund,GB0031960700_697,EUD52IXSE428CCGU5C28,FOUND
M&G Investment Funds (2) - M&G Global High Yield Bond Fund,GB0031957219_3232,549300QWW7Y8O6HSZO98,NOT_AUTHORIZED
M&G Investment Funds (3) - M&G Emerging Markets Bond Fund,GB0031958738_697,549300ETSXNT8EC3RD31,FOUND
M&G Investment Funds (4) - M&G Episode Growth Fund,GB0031960585_697,549300PXC3I0C5SV1O54,FOUND
The Partners Fund,GG00B5SNRY87_246,549300Q1KAYJZYQGQ793,FOUND
DWS Top Europe,DE0009769729_13,549300LY91OQ4VQD8P14,NOT_AUTHORIZED
DWS Global Hybrid Bond Fund,DE0008490988_2913,54930010GYG2HRZB1707,NOT_AUTHORIZED
DWS ESG Balance,DE0008474198_354,549300SFXTCGFN5RVK78,NOT_AUTHORIZED
DWS Deutschland,DE0008490962_2913,549300D7LVT8E5OULG98,NOT_AUTHORIZED
DWS US Growth,DE0008490897_13,549300K76FUJB78JZ729,NOT_AUTHORIZED
DWS GLOBAL COMMUNICATIONS,DE0008474214_18,549300VR52DMCBI7GZ42,NOT_AUTHORIZED
DWS Euro Flexizins,DE0008474230_354,549300JDE9LG0BRWLJ68,NOT_AUTHORIZED
Standard-VNAV-Geldmarktfonds,DE0009766832_14,529900ZW1ATTQKW48E60,NOT_AUTHORIZED
ODDO BHF Money Market,DE0009770206_13,529900TTV3XS9FEXY745,NOT_AUTHORIZED
DWS Balance Portfolio E,DE0008471301_2913,549300PRL8EEZKSIK781,NOT_AUTHORIZED
Basis-Fonds Nachhaltig,DE0008478090_475,529900N0QUASPR63HO30,FOUND
Barmenia Renditefonds DWS,DE0008474248_13,549300O0P8V33VP75Q04,NOT_AUTHORIZED
BW-RENTA-INTERNATIONAL-FONDS,DE0008483678_2779,549300TTRRRKS20YMF30,NOT_AUTHORIZED
DWS ESG Akkumula,DE0008474024_2913,5493001ZU3IMV87UO985,NOT_AUTHORIZED
DWS Eurozone Bonds Flexible,DE0008474032_2779,549300SYIZKPS4WDTH96,NOT_AUTHORIZED
DWS ESG Investa,DE0008474008_2913,549300RNBAUSN0FUAI72,NOT_AUTHORIZED
Baloise-Aktienfonds DWS,DE0008474057_2913,549300534J67A5W3CU92,NOT_AUTHORIZED
DWS Artificial Intelligence,DE0008474149_2913,54930020MLH84GBH1X83,NOT_AUTHORIZED
Grundbesitz Europa,DE0009807008_2913,529900562V23GRX8DY54,NOT_AUTHORIZED
DWS Internationale Renten Typ O,DE0009769703_2779,549300HZIPVDT7PWUL25,NOT_AUTHORIZED
DWS ESG QI LOWVOL EUROPE,DE0008490822_2913,5493007PX7NGIYJME010,NOT_AUTHORIZED
DWS German Equities Typ O,DE0008474289_2913,549300G8ORW8KDXMJA54,NOT_AUTHORIZED
DWS Future Trends,DE0008476508_13,549300XDHDPCVOZXIO46,NOT_AUTHORIZED
DWS Vermoegensbildungsfonds I,DE0008476524_2913,549300KVPYI4GM7GGD18,NOT_AUTHORIZED
DWS Euro Bond Fund,DE0008476516_2913,549300AZMWSFQ2PUT553,NOT_AUTHORIZED
DWS Covered Bond Fund,DE0008476532_18,5493000ILE628494V624,NOT_AUTHORIZED
DWS Eurovesta,DE0008490848_2779,549300TEFCLCGP4RYO67,NOT_AUTHORIZED
ODDO BHF Green Bond,DE0008478082_18,529900W4IPS4XZPNQZ56,NOT_AUTHORIZED
DWS ESG Convertibles,DE0008474263_2913,5493004U37NZ5AULWW41,NOT_AUTHORIZED
FMM-Fonds,DE0008478116_2913,529900MBNBJGI9W4M363,NOT_AUTHORIZED
ODDO BHF Sustainable German Equities,DE0008478058_2913,529900ZQYZQ8H2PF7W26,NOT_AUTHORIZED
Amundi German Equity,DE0009752303_13,213800TFKOKKTMXYQJ02,NOT_AUTHORIZED
LBBW Renten Short Term Nachhaltigkeit R,DE0008480682_2779,5299000QAHCT8SCO9326,NOT_AUTHORIZED
DWS Concept GS&P Food,DE0008486655_2913,549300LMT1PANOBZC873,NOT_AUTHORIZED
Amundi Wandelanleihen,DE0008484957_2779,213800JNGKH1FDLNHI70,NOT_AUTHORIZED
DWS European Opportunities,DE0008474156_2913,54930073ISJQ5LO85C66,NOT_AUTHORIZED
Baloise-Rentenfonds DWS,DE0008474065_2779,549300ZWS0YUJYBX1768,NOT_AUTHORIZED
Baloise-International DWS,DE0008474297_2779,5493005RKCKHY1S9OV86,NOT_AUTHORIZED
DWS Concept DJE Globale Aktien,DE0009777003_2913,549300S0NHKVFXPB3X10,NOT_AUTHORIZED
LBBW Multi Global,DE0009766881_2779,529900YL3FBFH1182K74,NOT_AUTHORIZED
DWS ESG Top Asien,DE0009769760_2913,549300W9BI5I0YT74137,NOT_AUTHORIZED
AXA Welt,DE0008471376_15,213800URU9D12IGDB706,NOT_AUTHORIZED
Selection Rendite Plus,DE0002605037_475,549300XLQAPZ62JUHZ06,FOUND
DWS ESG Top World,DE0009769794_2779,549300S8FY9ICNT7DD20,NOT_AUTHORIZED
LBBW Renten Euro Flex Nachhaltigkeit,DE0009766964_19,529900RIUDCTIKDEPI95,NOT_AUTHORIZED
LBBW Schwellenlaender Profiteure Nachhaltigkeit,DE0009771964_2779,5299009GMQTXNSAAYA39,NOT_AUTHORIZED
LBBW Aktien Europa,DE0009780221_2913,529900UD4DVXGO4PTQ67,NOT_AUTHORIZED
DWS Global Emerging Markets Equities,DE0009773010_2913,549300GU0DFD43JNWO76,NOT_AUTHORIZED
Metzler Global Growth Sustainability,DE0009752253_2913,5299007ECT4X609JYY78,NOT_AUTHORIZED
W&W Internationaler Rentenfonds,DE0008484502_18,5299000DNYSNV07UFK70,NOT_AUTHORIZED
Invesco Liquidity Funds PLC - Invesco US Dollar Liquidity Portfolio,IE0008042461_3059,54930019DCE0F2PV4F17,FOUND
Barings Global Umbrella Fund - Barings Global Resources Fund,IE0000931182_2779,213800XGHV4NO32IAJ46,NOT_AUTHORIZED
Lazard Global Active Funds PLC - Lazard European Equity Fund,IE0005060367_2779,5493005HYXTLWPEWMJ57,NOT_AUTHORIZED
Barings International Umbrella Fund - Barings ASEAN Frontiers Fund,IE0000830236_17,549300TGDLIOY1UPFB33,NOT_AUTHORIZED
Barings International Umbrella Fund - Barings Australia Fund,IE0000829451_18,5493003HQJUX6CWNR787,NOT_AUTHORIZED
Barings International Umbrella Fund - Barings Global Bond Fund,IE0000829568_14,5493001RC3G3PT80Y747,NOT_AUTHORIZED
Barings International Umbrella Fund - Barings Hong Kong China Fund,IE0000829238_2913,549300BT29YFG8CKKD32,NOT_AUTHORIZED
Barings Emerging Markets Umbrella Fund - Barings Global Emerging Markets Fund,IE0000838304_14,213800YIFC3WIHBRUI48,NOT_AUTHORIZED
Invesco Liquidity Funds PLC - Invesco Sterling Liquidity Portfolio,IE0008004719_3313,549300GB129RXLMVIQ70,NOT_AUTHORIZED
Invesco Liquidity Funds PLC - Invesco Euro Liquidity Portfolio,IE0004904748_3059,549300SX8M1X5KGDQ843,FOUND
Goldman Sachs Funds PLC - Goldman Sachs US Dollar Liquid Reserves Fund,IE0001534761_2785,549300LDO6S8WVTNKW94,FOUND
Findlay Park Funds ICAV - Findlay Park American Fund,IE0002458671_2605,635400DONL3CFD6FVX73,FOUND
Muzinich Funds - Muzinich Americayield Fund,IE0004347849_431,54930086G66KM1ZTG004,NOT_AUTHORIZED
AXA IM Equity Trust - AXA IM US Equity QI,IE0008365516_18,213800C6RZ6JS9AOG834,NOT_AUTHORIZED
AXA IM Equity Trust - AXA IM Japan Equity,IE0008366589_2720,213800W1TW7UE2C1YR70,FOUND
AXA IM Equity Trust - AXA IM Pacific Ex-Japan Equity QI,IE0008366704_2608,213800ZRPOICP3T5A150,FOUND
AXA IM Equity Trust - AXA IM Global Small Cap Equity QI,IE0008366928_2608,2138005OB6LSRNHZ9E68,FOUND
AXA IM Equity Trust - AXA IM All Country Asia Pacific Ex-Japan Small Cap Equity QI,IE0008367009_9760,213800SZ58OTSMCA9T31,FOUND
Muzinich Funds - Muzinich Europeyield Fund,IE0005324847_354,549300JBHQVWT2N8U421,NOT_AUTHORIZED
DWS Deutsche Global Liquidity Series PLC - Deutsche Managed Dollar Fund,IE0008553855_3231,549300POXYQVL3PK2A50,NOT_AUTHORIZED
DWS Deutsche Global Liquidity Series PLC - Deutsche Managed Euro Fund,IE0008643037_3230,549300MKO5YX3YRB4935,NOT_AUTHORIZED
DWS Deutsche Global Liquidity Series PLC - Deutsche Managed Sterling Fund,IE0008707428_2720,549300WQD3ZWEIUC0561,FOUND
Natixis International Funds (Dublin) I PLC - Loomis Sayles Global Opportunistic Bond Fund,IE0009240692_3231,GRN8DO5Q28D6Y7RN0D20,NOT_AUTHORIZED
Amundi Obbligazionario Italia Breve Termine,IT0000388204_282,213800118YQ66OGIEA36,FOUND
BNL Azioni Italia,IT0000382561_354,21380074NAI13I8SJA75,NOT_AUTHORIZED
BNL Azioni America,IT0000388808_354,2138005ZYUSBAJLICK28,NOT_AUTHORIZED
BNL Obbligazioni Emergenti,IT0000388840_282,213800IMZR2M2RLGYX97,FOUND
Amundi Obbligazionario Breve Termine,IT0001250205_282,529900DT4NGJ6I181187,FOUND
Eurizon Soluzione ESG 10,IT0001080404_282,549300I1J4Z6EA60RD18,FOUND
Amundi Obbligazionario Paesi Emergenti a distribuzione,IT0001318739_282,213800LR38TEJM31WS54,FOUND
BNL Obbligazioni Globali,IT0001374245_354,213800DW2Y7648ITT940,NOT_AUTHORIZED
BNL Azioni Emergenti,IT0001374302_354,213800XCNNVUUCFTZO81,NOT_AUTHORIZED
BNL Azioni Europa Dividendo,IT0001468047_282,2138004NTXO72SWNK997,FOUND
BNL Flessibile Globale,IT0004240542_282,213800HEK474XBJJWU24,FOUND
Amundi Impegno Italia,IT0004253800_282,529900LXP1DJMGIEOO27,FOUND
Amundi Obbligazionario Sistema Italia a distribuzione,IT0004791759_282,2138003YY61C5RHQL809,FOUND
Amundi Obbligazionario Globale High Yield a distribuzione,IT0004812449_282,7C8QGFXMP2SL70DXF590,FOUND
Amundi Obbligazionario Corporate America a distribuzione,IT0004812514_282,8SL3Q62EAEBBTS9GCT20,FOUND
Amundi Target Controllo,IT0004814643_282,213800BNCSEOWES9N732,FOUND
Amundi ESG Selection Bilanciato,IT0005125049_282,549300BQED3741K4T975,FOUND
Amundi ESG Selection Conservativo,IT0005125064_282,549300X5SZNLMMBY1N03,FOUND
Amundi ESG Selection Dinamico,IT0005125080_282,549300GZT9H1J2IMGS74,FOUND
Amundi Valore Italia PIR,IT0005241440_282,549300IMUV88H7EUCC35,FOUND
Amundi Primo Investimento,IT0005250243_282,549300JYIC6DYO8MJT41,FOUND
Fondi Amundi Accumulazione - Amundi Accumulazione Disruption 2024,IT0005351371_282,5493001YVB0QT2WZMH47,FOUND
Fondi Amundi Selezione - Amundi Selezione Benessere 2024,IT0005351322_282,549300L2HZP903921R66,FOUND
Fondi Amundi Accumulazione - Amundi Accumulazione Megatrend 2024,IT0005358046_282,549300IACVAV2DMHRC15,FOUND
Amundi Private Megatrend 2023,IT0005340952_282,549300VRL9QGW366T617,NOT_FOUND
Fondi Amundi Selezione - Amundi Selezione Benessere 05/2024,IT0005358061_282,5493005JTASGIDVJYP69,FOUND
Fondi Amundi Accumulazione - Amundi Accumulazione Megatrend 2024 DUE,IT0005371106_282,549300UDIBTTJCU9RS91,FOUND
Fondi Amundi Accumulazione - Amundi Accumulazione Mercati Emergenti 2024,IT0005381923_282,549300VBIR81CJSMRQ60,FOUND
Fondi Amundi Selezione - Amundi Selezione Benessere 09/2024,IT0005371080_282,549300ZH6Y40CE66SV28,FOUND
Fondi Amundi Selezione - Amundi Selezione Millennials 2024,IT0005381865_282,549300UA0SDKVKK4BX71,FOUND
Amundi Protezione 85,IT0005362832_282,5493005S8IA4V6IQ2F59,NOT_FOUND
Fondi Amundi Private Stars - Amundi Private Sostenibile 2023,IT0005381907_282,5493003XUONU9OJDBE74,NOT_FOUND
Fondi Amundi Accumulazione - Amundi Accumulazione Mercati Emergenti 2025,IT0005389793_282,213800RBL697MZPL6149,FOUND
H.A.M. Global Convertible Bond Fund,LI0010404585_351,5299001ET6GBMVZPV415,NOT_AUTHORIZED
ACATIS Fair Value Aktien Global,LI0017502381_2810,529900RHJNQZR7XU2616,FOUND
KEOX Funds - ESG Bonds,LI0022353390_3313,529900CD0GASLJZFNV98,NOT_AUTHORIZED
Chameleon Sustainable Global Convertible Bond Fund,LI0037862872_511,5299005LHJZ12YGFH912,NOT_AUTHORIZED
TL Nachhaltigkeitsfonds,LI0042307384_2810,5299006HVPQV1MC37S81,FOUND
Bonafide Global Fish Fund,LI0047679860_3313,5299005QBUQVT7SN0M96,NOT_AUTHORIZED
AQUIS UCITS - Lumen Vietnam Fund,LI0148578169_205,529900RUZ5D2VOQPZL11,FOUND
Beagle Flagship Fund,LI0183680391_3313,529900FK1ND95H5H9745,NOT_AUTHORIZED
Global Microfinance and SME Debt Fund,LI0339972288_3313,529900GGRP3MLCVJYV75,NOT_AUTHORIZED
Champion Ethical Equity Fund - Global,LI0348132080_3313,529900HEIRV19MBM3E16,NOT_AUTHORIZED
Swiss Life GSF - iConstant Orbit,LI0394750827_2810,5299003XSM554YR2N360,FOUND
Swiss Life GSF - iDynamic Titan,LI0394750843_3230,529900HXZPXLF4SR4H47,NOT_AUTHORIZED
Bonafide Investment Fund - Best Catches I,LI0459812520_2810,529900IDG0M11JH6BA19,FOUND
NEMO Fund,LI0466183220_2810,5299001IAJTJFMO9UD88,FOUND
AB SICAV I SICAV - Sustainable Global Thematic Portfolio,LU0034955152_431,549300MIKI3CT2Z0P268,NOT_AUTHORIZED
TreeTop Convertible SICAV - TreeTop Convertible International,LU0012006317_354,549300RZZU07VUOD9Y44,NOT_AUTHORIZED
AB FCP I FCP - American Income Portfolio,LU0044957727_2779,549300P5SETOP8U4QS26,NOT_AUTHORIZED
Candriam Bonds SICAV - Candriam Bonds Euro Long Term,LU0077500055_18,54930060M4DM5HXX8C83,NOT_AUTHORIZED
AB SICAV I SICAV - India Growth Portfolio,LU0047987325_2779,549300TBLDOMG1LAKG22,NOT_AUTHORIZED
Schroder International Selection Fund SICAV - Asian Opportunities,LU0048388663_13,YV2UILN4DUFWUTDZHO58,NOT_AUTHORIZED
Pro Fonds (Lux) SICAV - Inter-Bond,LU0048424138_17,5299002ORG5OE4CWPV78,NOT_AUTHORIZED
Pro Fonds (Lux) SICAV - Emerging Markets,LU0048423833_2779,529900DWYQ7G363AKD67,NOT_AUTHORIZED
BIL Invest SICAV - BIL Invest Patrimonial Low,LU0049910796_354,549300OZ0EKEIMN8K392,NOT_AUTHORIZED
BIL Invest SICAV - BIL Invest Patrimonial High,LU0049911844_354,5493006O5TR7W92CS138,NOT_AUTHORIZED
Schroder International Selection Fund SICAV - Emerging Markets,LU0049853897_16,BDU06UKEHWLI0JDDWF68,NOT_AUTHORIZED
Goldman Sachs Funds SICAV - Goldman Sachs Global Equity Income Portfolio,LU0040769829_431,8Q222CN07ZPSMAHLWD98,NOT_AUTHORIZED
Candriam Equities L SICAV - Candriam Equities L Emerging Markets,LU0056053001_16,549300MOPMACRTTEU844,NOT_AUTHORIZED
AB FCP I FCP - Emerging Markets Growth Portfolio,LU0054846695_431,54930091TH5O4X4KPV52,NOT_AUTHORIZED
AB SICAV I SICAV - American Growth Portfolio,LU0054403190_431,549300BFLEZW1Q414092,NOT_AUTHORIZED
Goldman Sachs Funds SICAV - Goldman Sachs Asia Equity Portfolio,LU0050126431_431,CKMUZP6Q1OT0UD6LTF80,NOT_AUTHORIZED
AB FCP I FCP - Mortgage Income Portfolio,LU0050692549_431,5493000MZT8XO7PO3L08,NOT_AUTHORIZED
Goldman Sachs Funds III SICAV - Goldman Sachs Asia Equity Growth & Income,LU0051129079_431,549300FX7KPFG5FZRJ12,NOT_AUTHORIZED
Goldman Sachs Funds III SICAV - Goldman Sachs Emerging Markets Enhanced Index Sustainable Equity,LU0051128774_431,549300V33RHGCYXRU545,NOT_AUTHORIZED
Invesco Funds SICAV - Invesco Global Consumer Trends Fund,LU0052864419_431,549300H8AC48B24Q5722,NOT_AUTHORIZED
